student_id,attempt_id,course_id,semester,week,weekly_grade,attendance,assignment_score,quiz_score,submission_delay_days,corrections_count,assignment_completed,quiz_completed,midterm_score,attendance_rate_to_date,average_weekly_grade_to_date,average_assignment_score_to_date,average_quiz_score_to_date,mean_submission_delay_days_to_date,corrections_count_to_date,assignments_completed_to_date,quizzes_completed_to_date,midterm_score_available,final_exam_score_audit_only,final_course_score,final_gpa,course_outcome,learning_pace
S0041,S0041-ML201-2,ML201,2,9,76.19,100.0,84.26,,1.82,0,1,0,74.71,100.0,71.6,74.64,73.45,0.69,0,2,3,74.71,,75.47,3.05,pass,ahead
S0041,S0041-ML201-2,ML201,2,10,68.48,100.0,,,0.0,0,0,0,74.71,100.0,71.29,74.64,73.45,0.62,0,2,3,74.71,,75.47,3.05,pass,ahead
S0041,S0041-ML201-2,ML201,2,11,66.98,100.0,,70.28,0.13,0,0,1,74.71,100.0,70.9,74.64,72.66,0.58,0,2,4,74.71,,75.47,3.05,pass,ahead
S0041,S0041-ML201-2,ML201,2,12,70.27,100.0,73.83,,0.06,0,1,0,74.71,100.0,70.85,74.37,72.66,0.54,0,3,4,74.71,,75.47,3.05,pass,ahead
S0041,S0041-ML201-2,ML201,2,13,80.29,100.0,,,0.0,0,0,0,74.71,100.0,71.57,74.37,72.66,0.49,0,3,4,74.71,,75.47,3.05,pass,ahead
S0041,S0041-ML201-2,ML201,2,14,83.79,100.0,,,0.0,0,0,0,74.71,100.0,72.44,74.37,72.66,0.46,0,3,4,74.71,51.6,75.47,3.05,pass,ahead
S0041,S0041-ST203-2,ST203,2,1,75.68,100.0,,,0.0,1,0,0,,100.0,75.68,,,0.0,1,0,0,,,64.93,0.0,enroll,on_track
S0041,S0041-ST203-2,ST203,2,2,66.85,100.0,,71.96,0.5,0,0,1,,100.0,71.27,,71.96,0.25,1,0,1,,,64.93,0.0,enroll,on_track
S0041,S0041-ST203-2,ST203,2,3,63.73,100.0,69.39,,0.63,0,1,0,,100.0,68.75,69.39,71.96,0.38,1,1,1,,,64.93,0.0,enroll,on_track
S0041,S0041-ST203-2,ST203,2,4,74.34,100.0,,,0.0,0,0,0,,100.0,70.15,69.39,71.96,0.28,1,1,1,,,64.93,0.0,enroll,on_track
S0041,S0041-ST203-2,ST203,2,5,67.69,100.0,,54.0,0.63,0,0,1,,100.0,69.66,69.39,62.98,0.35,1,1,2,,,64.93,0.0,enroll,on_track
S0041,S0041-ST203-2,ST203,2,6,68.31,100.0,66.16,,0.62,0,1,0,,100.0,69.43,67.77,62.98,0.4,1,2,2,,,64.93,0.0,enroll,on_track
S0041,S0041-ST203-2,ST203,2,7,66.84,0.0,,,0.0,0,0,0,69.11,85.71,69.06,67.77,62.98,0.34,1,2,2,69.11,,64.93,0.0,enroll,on_track
S0041,S0041-ST203-2,ST203,2,8,58.01,100.0,,56.16,0.4,0,0,1,69.11,87.5,67.68,67.77,60.71,0.35,1,2,3,69.11,,64.93,0.0,enroll,on_track
S0041,S0041-ST203-2,ST203,2,9,72.76,100.0,70.34,,1.01,0,1,0,69.11,88.89,68.25,68.63,60.71,0.42,1,3,3,69.11,,64.93,0.0,enroll,on_track
S0041,S0041-ST203-2,ST203,2,10,64.2,100.0,,,0.0,0,0,0,69.11,90.0,67.84,68.63,60.71,0.38,1,3,3,69.11,,64.93,0.0,enroll,on_track
S0041,S0041-ST203-2,ST203,2,11,53.99,100.0,,45.75,0.38,0,0,1,69.11,90.91,66.58,68.63,56.97,0.38,1,3,4,69.11,,64.93,0.0,enroll,on_track
S0041,S0041-ST203-2,ST203,2,12,51.2,100.0,67.75,,0.84,1,1,0,69.11,91.67,65.3,68.41,56.97,0.42,2,4,4,69.11,,64.93,0.0,enroll,on_track
S0041,S0041-ST203-2,ST203,2,13,52.18,100.0,,,0.0,0,0,0,69.11,92.31,64.29,68.41,56.97,0.39,2,4,4,69.11,,64.93,0.0,enroll,on_track
S0041,S0041-ST203-2,ST203,2,14,68.42,100.0,,,0.0,0,0,0,69.11,92.86,64.59,68.41,56.97,0.36,2,4,4,69.11,65.06,64.93,0.0,enroll,on_track
S0041,S0041-AI204-2,AI204,2,1,71.76,100.0,,,0.0,0,0,0,,100.0,71.76,,,0.0,0,0,0,,,65.58,2.06,pass,on_track
S0041,S0041-AI204-2,AI204,2,2,77.18,100.0,,55.13,0.5,0,0,1,,100.0,74.47,,55.13,0.25,0,0,1,,,65.58,2.06,pass,on_track
S0041,S0041-AI204-2,AI204,2,3,63.31,100.0,72.6,,0.65,0,1,0,,100.0,70.75,72.6,55.13,0.39,0,1,1,,,65.58,2.06,pass,on_track
S0041,S0041-AI204-2,AI204,2,4,65.34,100.0,,,0.0,0,0,0,,100.0,69.4,72.6,55.13,0.29,0,1,1,,,65.58,2.06,pass,on_track
S0041,S0041-AI204-2,AI204,2,5,61.18,100.0,,61.75,1.54,0,0,1,,100.0,67.76,72.6,58.44,0.54,0,1,2,,,65.58,2.06,pass,on_track
S0041,S0041-AI204-2,AI204,2,6,58.5,100.0,52.12,,0.4,0,1,0,,100.0,66.21,62.36,58.44,0.52,0,2,2,,,65.58,2.06,pass,on_track
S0041,S0041-AI204-2,AI204,2,7,69.48,100.0,,,0.0,0,0,0,74.72,100.0,66.68,62.36,58.44,0.44,0,2,2,74.72,,65.58,2.06,pass,on_track
S0041,S0041-AI204-2,AI204,2,8,69.75,100.0,,62.61,0.59,0,0,1,74.72,100.0,67.06,62.36,59.83,0.46,0,2,3,74.72,,65.58,2.06,pass,on_track
S0041,S0041-AI204-2,AI204,2,9,84.36,100.0,75.54,,0.74,0,1,0,74.72,100.0,68.99,66.75,59.83,0.49,0,3,3,74.72,,65.58,2.06,pass,on_track
S0041,S0041-AI204-2,AI204,2,10,73.52,100.0,,,0.0,0,0,0,74.72,100.0,69.44,66.75,59.83,0.44,0,3,3,74.72,,65.58,2.06,pass,on_track
S0041,S0041-AI204-2,AI204,2,11,63.66,100.0,,70.1,0.3,0,0,1,74.72,100.0,68.91,66.75,62.39,0.43,0,3,4,74.72,,65.58,2.06,pass,on_track
S0041,S0041-AI204-2,AI204,2,12,70.18,100.0,63.2,,0.25,0,1,0,74.72,100.0,69.02,65.86,62.39,0.41,0,4,4,74.72,,65.58,2.06,pass,on_track
S0041,S0041-AI204-2,AI204,2,13,69.22,100.0,,,0.0,0,0,0,74.72,100.0,69.04,65.86,62.39,0.38,0,4,4,74.72,,65.58,2.06,pass,on_track
S0041,S0041-AI204-2,AI204,2,14,68.0,0.0,,,0.0,0,0,0,74.72,92.86,68.96,65.86,62.39,0.36,0,4,4,74.72,58.84,65.58,2.06,pass,on_track
S0042,S0042-PY101-1,PY101,1,1,60.8,100.0,,,0.0,0,0,0,,100.0,60.8,,,0.0,0,0,0,,,61.83,0.0,enroll,behind
S0042,S0042-PY101-1,PY101,1,2,69.72,0.0,,68.6,0.52,2,0,1,,50.0,65.26,,68.6,0.26,2,0,1,,,61.83,0.0,enroll,behind
S0042,S0042-PY101-1,PY101,1,3,57.99,100.0,59.08,,0.81,0,1,0,,66.67,62.84,59.08,68.6,0.44,2,1,1,,,61.83,0.0,enroll,behind
S0042,S0042-PY101-1,PY101,1,4,55.92,0.0,,,0.0,0,0,0,,50.0,61.11,59.08,68.6,0.33,2,1,1,,,61.83,0.0,enroll,behind
S0042,S0042-PY101-1,PY101,1,5,51.45,0.0,,52.7,0.8,0,0,1,,40.0,59.18,59.08,60.65,0.43,2,1,2,,,61.83,0.0,enroll,behind
S0042,S0042-PY101-1,PY101,1,6,49.32,100.0,57.03,,0.92,0,1,0,,50.0,57.53,58.05,60.65,0.51,2,2,2,,,61.83,0.0,enroll,behind
S0042,S0042-PY101-1,PY101,1,7,62.77,0.0,,,0.0,0,0,0,58.81,42.86,58.28,58.05,60.65,0.44,2,2,2,58.81,,61.83,0.0,enroll,behind
S0042,S0042-PY101-1,PY101,1,8,60.45,0.0,,50.44,0.14,0,0,1,58.81,37.5,58.55,58.05,57.25,0.4,2,2,3,58.81,,61.83,0.0,enroll,behind
S0042,S0042-PY101-1,PY101,1,9,73.12,100.0,58.01,,0.58,0,1,0,58.81,44.44,60.17,58.04,57.25,0.42,2,3,3,58.81,,61.83,0.0,enroll,behind
S0042,S0042-PY101-1,PY101,1,10,78.48,100.0,,,0.0,0,0,0,58.81,50.0,62.0,58.04,57.25,0.38,2,3,3,58.81,,61.83,0.0,enroll,behind
S0042,S0042-PY101-1,PY101,1,11,60.88,100.0,,47.28,1.01,0,0,1,58.81,54.55,61.9,58.04,54.76,0.43,2,3,4,58.81,,61.83,0.0,enroll,behind
S0042,S0042-PY101-1,PY101,1,12,52.99,0.0,,,0.0,0,0,0,58.81,50.0,61.16,58.04,54.76,0.4,2,3,4,58.81,,61.83,0.0,enroll,behind
S0042,S0042-PY101-1,PY101,1,13,70.82,100.0,,,0.0,0,0,0,58.81,53.85,61.9,58.04,54.76,0.37,2,3,4,58.81,,61.83,0.0,enroll,behind
S0042,S0042-PY101-1,PY101,1,14,80.69,100.0,,,0.0,0,0,0,58.81,57.14,63.24,58.04,54.76,0.34,2,3,4,58.81,64.89,61.83,0.0,enroll,behind
S0042,S0042-DS102-1,DS102,1,1,57.38,0.0,,,0.0,0,0,0,,0.0,57.38,,,0.0,0,0,0,,,59.86,0.0,enroll,behind
S0042,S0042-DS102-1,DS102,1,2,52.13,100.0,,53.95,2.87,0,0,1,,50.0,54.76,,53.95,1.44,0,0,1,,,59.86,0.0,enroll,behind
S0042,S0042-DS102-1,DS102,1,3,63.15,100.0,74.54,,0.46,0,1,0,,66.67,57.55,74.54,53.95,1.11,0,1,1,,,59.86,0.0,enroll,behind
S0042,S0042-DS102-1,DS102,1,4,59.44,100.0,,,0.0,0,0,0,,75.0,58.03,74.54,53.95,0.83,0,1,1,,,59.86,0.0,enroll,behind
S0042,S0042-DS102-1,DS102,1,5,51.76,100.0,,,0.0,0,0,0,,80.0,56.77,74.54,53.95,0.67,0,1,1,,,59.86,0.0,enroll,behind
S0042,S0042-DS102-1,DS102,1,6,54.44,100.0,51.01,,0.33,0,1,0,,83.33,56.38,62.77,53.95,0.61,0,2,1,,,59.86,0.0,enroll,behind
S0042,S0042-DS102-1,DS102,1,7,62.77,100.0,,,0.0,0,0,0,55.21,85.71,57.3,62.77,53.95,0.52,0,2,1,55.21,,59.86,0.0,enroll,behind
S0042,S0042-DS102-1,DS102,1,8,60.88,100.0,,56.91,0.92,0,0,1,55.21,87.5,57.74,62.77,55.43,0.57,0,2,2,55.21,,59.86,0.0,enroll,behind
S0042,S0042-DS102-1,DS102,1,9,71.7,100.0,,,0.0,0,0,0,55.21,88.89,59.29,62.77,55.43,0.51,0,2,2,55.21,,59.86,0.0,enroll,behind
S0042,S0042-DS102-1,DS102,1,10,58.3,100.0,,,0.0,0,0,0,55.21,90.0,59.19,62.77,55.43,0.46,0,2,2,55.21,,59.86,0.0,enroll,behind
S0042,S0042-DS102-1,DS102,1,11,75.68,0.0,,71.17,1.12,0,0,1,55.21,81.82,60.69,62.77,60.68,0.52,0,2,3,55.21,,59.86,0.0,enroll,behind
S0042,S0042-DS102-1,DS102,1,12,49.87,100.0,38.43,,0.22,0,1,0,55.21,83.33,59.79,54.66,60.68,0.49,0,3,3,55.21,,59.86,0.0,enroll,behind
S0042,S0042-DS102-1,DS102,1,13,53.37,100.0,,,0.0,0,0,0,55.21,84.62,59.3,54.66,60.68,0.46,0,3,3,55.21,,59.86,0.0,enroll,behind
S0042,S0042-DS102-1,DS102,1,14,56.57,0.0,,,0.0,0,0,0,55.21,78.57,59.1,54.66,60.68,0.42,0,3,3,55.21,63.26,59.86,0.0,enroll,behind
S0042,S0042-ML201-1,ML201,1,1,56.67,100.0,,,0.0,0,0,0,,100.0,56.67,,,0.0,0,0,0,,,52.29,0.0,enroll,behind
S0042,S0042-ML201-1,ML201,1,2,39.53,100.0,,37.54,1.9,0,0,1,,100.0,48.1,,37.54,0.95,0,0,1,,,52.29,0.0,enroll,behind
S0042,S0042-ML201-1,ML201,1,3,48.61,100.0,43.79,,0.17,0,1,0,,100.0,48.27,43.79,37.54,0.69,0,1,1,,,52.29,0.0,enroll,behind
S0042,S0042-ML201-1,ML201,1,4,36.71,0.0,,,0.0,2,0,0,,75.0,45.38,43.79,37.54,0.52,2,1,1,,,52.29,0.0,enroll,behind
S0042,S0042-ML201-1,ML201,1,5,45.46,0.0,,61.5,0.75,0,0,1,,60.0,45.4,43.79,49.52,0.57,2,1,2,,,52.29,0.0,enroll,behind
S0042,S0042-ML201-1,ML201,1,6,62.19,100.0,56.88,,1.03,0,1,0,,66.67,48.2,50.33,49.52,0.64,2,2,2,,,52.29,0.0,enroll,behind
S0042,S0042-ML201-1,ML201,1,7,57.99,100.0,,,0.0,0,0,0,45.75,71.43,49.59,50.33,49.52,0.55,2,2,2,45.75,,52.29,0.0,enroll,behind
S0042,S0042-ML201-1,ML201,1,8,71.86,100.0,,69.34,2.45,0,0,1,45.75,75.0,52.38,50.33,56.13,0.79,2,2,3,45.75,,52.29,0.0,enroll,behind
S0042,S0042-ML201-1,ML201,1,9,47.86,100.0,58.67,,4.4,0,1,0,45.75,77.78,51.88,53.11,56.13,1.19,2,3,3,45.75,,52.29,0.0,enroll,behind
S0042,S0042-ML201-1,ML201,1,10,40.82,100.0,,,0.0,1,0,0,45.75,80.0,50.77,53.11,56.13,1.07,3,3,3,45.75,,52.29,0.0,enroll,behind
S0042,S0042-ML201-1,ML201,1,11,48.89,100.0,,39.65,0.09,0,0,1,45.75,81.82,50.6,53.11,52.01,0.98,3,3,4,45.75,,52.29,0.0,enroll,behind
S0042,S0042-ML201-1,ML201,1,12,61.99,100.0,53.24,,1.86,0,1,0,45.75,83.33,51.55,53.14,52.01,1.05,3,4,4,45.75,,52.29,0.0,enroll,behind
S0042,S0042-ML201-1,ML201,1,13,55.49,0.0,,,0.0,0,0,0,45.75,76.92,51.85,53.14,52.01,0.97,3,4,4,45.75,,52.29,0.0,enroll,behind
S0042,S0042-ML201-1,ML201,1,14,49.27,100.0,,,0.0,0,0,0,45.75,78.57,51.67,53.14,52.01,0.9,3,4,4,45.75,56.51,52.29,0.0,enroll,behind
S0042,S0042-ST203-1,ST203,1,1,64.17,100.0,,,0.0,0,0,0,,100.0,64.17,,,0.0,0,0,0,,,70.33,2.53,pass,on_track
S0042,S0042-ST203-1,ST203,1,2,64.05,100.0,,64.95,2.33,0,0,1,,100.0,64.11,,64.95,1.16,0,0,1,,,70.33,2.53,pass,on_track
S0042,S0042-ST203-1,ST203,1,3,74.16,100.0,92.64,,2.76,0,1,0,,100.0,67.46,92.64,64.95,1.7,0,1,1,,,70.33,2.53,pass,on_track
S0042,S0042-ST203-1,ST203,1,4,71.49,100.0,,,0.0,2,0,0,,100.0,68.47,92.64,64.95,1.27,2,1,1,,,70.33,2.53,pass,on_track
S0042,S0042-ST203-1,ST203,1,5,60.28,100.0,,81.32,0.43,0,0,1,,100.0,66.83,92.64,73.13,1.1,2,1,2,,,70.33,2.53,pass,on_track
S0042,S0042-ST203-1,ST203,1,6,69.39,100.0,,,0.0,0,0,0,,100.0,67.26,92.64,73.13,0.92,2,1,2,,,70.33,2.53,pass,on_track
S0042,S0042-ST203-1,ST203,1,7,61.61,0.0,,,0.0,0,0,0,82.7,85.71,66.45,92.64,73.13,0.79,2,1,2,82.7,,70.33,2.53,pass,on_track
S0042,S0042-ST203-1,ST203,1,8,70.71,100.0,,82.3,0.69,0,0,1,82.7,87.5,66.98,92.64,76.19,0.78,2,1,3,82.7,,70.33,2.53,pass,on_track
S0042,S0042-ST203-1,ST203,1,9,71.28,0.0,67.38,,0.66,0,1,0,82.7,77.78,67.46,80.01,76.19,0.76,2,2,3,82.7,,70.33,2.53,pass,on_track
S0042,S0042-ST203-1,ST203,1,10,64.56,100.0,,,0.0,0,0,0,82.7,80.0,67.17,80.01,76.19,0.69,2,2,3,82.7,,70.33,2.53,pass,on_track
S0042,S0042-ST203-1,ST203,1,11,57.03,100.0,,62.74,1.6,0,0,1,82.7,81.82,66.25,80.01,72.83,0.77,2,2,4,82.7,,70.33,2.53,pass,on_track
S0042,S0042-ST203-1,ST203,1,12,51.22,100.0,46.03,,2.16,0,1,0,82.7,83.33,65.0,68.68,72.83,0.89,2,3,4,82.7,,70.33,2.53,pass,on_track
S0042,S0042-ST203-1,ST203,1,13,68.84,100.0,,,0.0,0,0,0,82.7,84.62,65.29,68.68,72.83,0.82,2,3,4,82.7,,70.33,2.53,pass,on_track
S0042,S0042-ST203-1,ST203,1,14,63.73,100.0,,,0.0,0,0,0,82.7,85.71,65.18,68.68,72.83,0.76,2,3,4,82.7,63.07,70.33,2.53,pass,on_track
S0042,S0042-AI204-1,AI204,1,1,47.68,100.0,,,0.0,0,0,0,,100.0,47.68,,,0.0,0,0,0,,,42.59,0.0,enroll,behind
S0042,S0042-AI204-1,AI204,1,2,36.17,0.0,,26.2,2.15,0,0,1,,50.0,41.92,,26.2,1.08,0,0,1,,,42.59,0.0,enroll,behind
S0042,S0042-AI204-1,AI204,1,3,40.15,100.0,37.81,,1.74,1,1,0,,66.67,41.33,37.81,26.2,1.3,1,1,1,,,42.59,0.0,enroll,behind
S0042,S0042-AI204-1,AI204,1,4,37.46,100.0,,,0.0,0,0,0,,75.0,40.36,37.81,26.2,0.97,1,1,1,,,42.59,0.0,enroll,behind
S0042,S0042-AI204-1,AI204,1,5,48.42,0.0,,,0.0,0,0,0,,60.0,41.97,37.81,26.2,0.78,1,1,1,,,42.59,0.0,enroll,behind
S0042,S0042-AI204-1,AI204,1,6,27.31,100.0,28.61,,1.52,0,1,0,,66.67,39.53,33.21,26.2,0.9,1,2,1,,,42.59,0.0,enroll,behind
S0042,S0042-AI204-1,AI204,1,7,35.31,100.0,,,0.0,2,0,0,40.92,71.43,38.93,33.21,26.2,0.77,3,2,1,40.92,,42.59,0.0,enroll,behind
S0042,S0042-AI204-1,AI204,1,8,31.44,100.0,,29.58,0.83,0,0,1,40.92,75.0,37.99,33.21,27.89,0.78,3,2,2,40.92,,42.59,0.0,enroll,behind
S0042,S0042-AI204-1,AI204,1,9,38.41,0.0,18.11,,4.14,0,1,0,40.92,66.67,38.04,28.18,27.89,1.15,3,3,2,40.92,,42.59,0.0,enroll,behind
S0042,S0042-AI204-1,AI204,1,10,36.23,100.0,,,0.0,2,0,0,40.92,70.0,37.86,28.18,27.89,1.04,5,3,2,40.92,,42.59,0.0,enroll,behind
S0042,S0042-AI204-1,AI204,1,11,31.24,100.0,,26.85,0.64,0,0,1,40.92,72.73,37.26,28.18,27.54,1.0,5,3,3,40.92,,42.59,0.0,enroll,behind
S0042,S0042-AI204-1,AI204,1,12,34.61,100.0,40.61,,1.56,0,1,0,40.92,75.0,37.04,31.28,27.54,1.05,5,4,3,40.92,,42.59,0.0,enroll,behind
S0042,S0042-AI204-1,AI204,1,13,50.69,100.0,,,0.0,2,0,0,40.92,76.92,38.09,31.28,27.54,0.97,7,4,3,40.92,,42.59,0.0,enroll,behind
S0042,S0042-AI204-1,AI204,1,14,52.5,100.0,,,0.0,1,0,0,40.92,78.57,39.12,31.28,27.54,0.9,8,4,3,40.92,47.04,42.59,0.0,enroll,behind
S0042,S0042-PY101-2,PY101,2,1,59.67,100.0,,,0.0,0,0,0,,100.0,59.67,,,0.0,0,0,0,,,65.19,2.02,pass,on_track
S0042,S0042-PY101-2,PY101,2,2,58.95,100.0,,53.38,2.62,0,0,1,,100.0,59.31,,53.38,1.31,0,0,1,,,65.19,2.02,pass,on_track
S0042,S0042-PY101-2,PY101,2,3,57.94,100.0,53.3,,0.67,0,1,0,,100.0,58.85,53.3,53.38,1.1,0,1,1,,,65.19,2.02,pass,on_track
S0042,S0042-PY101-2,PY101,2,4,59.51,100.0,,,0.0,0,0,0,,100.0,59.02,53.3,53.38,0.82,0,1,1,,,65.19,2.02,pass,on_track
S0042,S0042-PY101-2,PY101,2,5,48.96,100.0,,53.14,2.66,2,0,1,,100.0,57.01,53.3,53.26,1.19,2,1,2,,,65.19,2.02,pass,on_track
S0042,S0042-PY101-2,PY101,2,6,64.4,100.0,66.89,,7.0,0,1,0,,100.0,58.24,60.1,53.26,2.16,2,2,2,,,65.19,2.02,pass,on_track
S0042,S0042-PY101-2,PY101,2,7,69.17,100.0,,,0.0,0,0,0,55.44,100.0,59.8,60.1,53.26,1.85,2,2,2,55.44,,65.19,2.02,pass,on_track
S0042,S0042-PY101-2,PY101,2,8,60.35,100.0,,,0.0,0,0,0,55.44,100.0,59.87,60.1,53.26,1.62,2,2,2,55.44,,65.19,2.02,pass,on_track
S0042,S0042-PY101-2,PY101,2,9,69.29,100.0,68.9,,0.85,0,1,0,55.44,100.0,60.92,63.03,53.26,1.53,2,3,2,55.44,,65.19,2.02,pass,on_track
S0042,S0042-PY101-2,PY101,2,10,58.97,100.0,,,0.0,0,0,0,55.44,100.0,60.72,63.03,53.26,1.38,2,3,2,55.44,,65.19,2.02,pass,on_track
S0042,S0042-PY101-2,PY101,2,11,82.6,100.0,,85.46,5.21,0,0,1,55.44,100.0,62.71,63.03,63.99,1.73,2,3,3,55.44,,65.19,2.02,pass,on_track
S0042,S0042-PY101-2,PY101,2,12,72.99,0.0,,,0.0,0,0,0,55.44,91.67,63.57,63.03,63.99,1.59,2,3,3,55.44,,65.19,2.02,pass,on_track
S0042,S0042-PY101-2,PY101,2,13,65.77,100.0,,,0.0,0,0,0,55.44,92.31,63.74,63.03,63.99,1.46,2,3,3,55.44,,65.19,2.02,pass,on_track
S0042,S0042-PY101-2,PY101,2,14,70.1,100.0,,,0.0,0,0,0,55.44,92.86,64.19,63.03,63.99,1.36,2,3,3,55.44,71.7,65.19,2.02,pass,on_track
S0042,S0042-DS102-2,DS102,2,1,66.97,100.0,,,0.0,0,0,0,,100.0,66.97,,,0.0,0,0,0,,,53.87,0.0,enroll,behind
S0042,S0042-DS102-2,DS102,2,2,59.56,0.0,,64.1,1.31,0,0,1,,50.0,63.26,,64.1,0.66,0,0,1,,,53.87,0.0,enroll,behind
S0042,S0042-DS102-2,DS102,2,3,46.78,100.0,56.42,,4.21,0,1,0,,66.67,57.77,56.42,64.1,1.84,0,1,1,,,53.87,0.0,enroll,behind
S0042,S0042-DS102-2,DS102,2,4,52.45,0.0,,,0.0,0,0,0,,50.0,56.44,56.42,64.1,1.38,0,1,1,,,53.87,0.0,enroll,behind
S0042,S0042-DS102-2,DS102,2,5,54.88,100.0,,60.45,3.5,0,0,1,,60.0,56.13,56.42,62.27,1.8,0,1,2,,,53.87,0.0,enroll,behind
S0042,S0042-DS102-2,DS102,2,6,51.15,100.0,46.43,,0.05,0,1,0,,66.67,55.3,51.42,62.27,1.51,0,2,2,,,53.87,0.0,enroll,behind
S0042,S0042-DS102-2,DS102,2,7,65.46,100.0,,,0.0,0,0,0,48.2,71.43,56.75,51.42,62.27,1.29,0,2,2,48.2,,53.87,0.0,enroll,behind
S0042,S0042-DS102-2,DS102,2,8,64.17,100.0,,,0.0,0,0,0,48.2,75.0,57.68,51.42,62.27,1.13,0,2,2,48.2,,53.87,0.0,enroll,behind
S0042,S0042-DS102-2,DS102,2,9,61.44,100.0,61.51,,0.23,0,1,0,48.2,77.78,58.1,54.79,62.27,1.03,0,3,2,48.2,,53.87,0.0,enroll,behind
S0042,S0042-DS102-2,DS102,2,10,76.56,100.0,,,0.0,0,0,0,48.2,80.0,59.94,54.79,62.27,0.93,0,3,2,48.2,,53.87,0.0,enroll,behind
S0042,S0042-DS102-2,DS102,2,11,58.87,100.0,,59.49,0.42,0,0,1,48.2,81.82,59.84,54.79,61.34,0.88,0,3,3,48.2,,53.87,0.0,enroll,behind
S0042,S0042-DS102-2,DS102,2,12,73.87,100.0,,,0.0,0,0,0,48.2,83.33,61.01,54.79,61.34,0.81,0,3,3,48.2,,53.87,0.0,enroll,behind
S0042,S0042-DS102-2,DS102,2,13,78.18,100.0,,,0.0,2,0,0,48.2,84.62,62.33,54.79,61.34,0.75,2,3,3,48.2,,53.87,0.0,enroll,behind
S0042,S0042-DS102-2,DS102,2,14,75.76,0.0,,,0.0,0,0,0,48.2,78.57,63.29,54.79,61.34,0.69,2,3,3,48.2,53.82,53.87,0.0,enroll,behind
S0042,S0042-ML201-2,ML201,2,1,52.36,0.0,,,0.0,1,0,0,,0.0,52.36,,,0.0,1,0,0,,,53.58,0.0,enroll,behind
S0042,S0042-ML201-2,ML201,2,2,59.1,100.0,,68.57,2.38,0,0,1,,50.0,55.73,,68.57,1.19,1,0,1,,,53.58,0.0,enroll,behind
S0042,S0042-ML201-2,ML201,2,3,48.04,100.0,59.37,,1.25,0,1,0,,66.67,53.17,59.37,68.57,1.21,1,1,1,,,53.58,0.0,enroll,behind
S0042,S0042-ML201-2,ML201,2,4,43.38,0.0,,,0.0,0,0,0,,50.0,50.72,59.37,68.57,0.91,1,1,1,,,53.58,0.0,enroll,behind
S0042,S0042-ML201-2,ML201,2,5,54.49,0.0,,,0.0,1,0,0,,40.0,51.47,59.37,68.57,0.73,2,1,1,,,53.58,0.0,enroll,behind
S0042,S0042-ML201-2,ML201,2,6,43.81,0.0,,,0.0,0,0,0,,33.33,50.2,59.37,68.57,0.61,2,1,1,,,53.58,0.0,enroll,behind
S0042,S0042-ML201-2,ML201,2,7,53.87,100.0,,,0.0,0,0,0,57.94,42.86,50.72,59.37,68.57,0.52,2,1,1,57.94,,53.58,0.0,enroll,behind
S0042,S0042-ML201-2,ML201,2,8,58.17,100.0,,,0.0,0,0,0,57.94,50.0,51.65,59.37,68.57,0.45,2,1,1,57.94,,53.58,0.0,enroll,behind
S0042,S0042-ML201-2,ML201,2,9,68.02,100.0,69.97,,2.67,0,1,0,57.94,55.56,53.47,64.67,68.57,0.7,2,2,1,57.94,,53.58,0.0,enroll,behind
S0042,S0042-ML201-2,ML201,2,10,55.9,0.0,,,0.0,0,0,0,57.94,50.0,53.71,64.67,68.57,0.63,2,2,1,57.94,,53.58,0.0,enroll,behind
S0042,S0042-ML201-2,ML201,2,11,50.94,100.0,,44.84,2.35,0,0,1,57.94,54.55,53.46,64.67,56.71,0.79,2,2,2,57.94,,53.58,0.0,enroll,behind
S0042,S0042-ML201-2,ML201,2,12,50.75,100.0,53.33,,0.84,2,1,0,57.94,58.33,53.24,60.89,56.71,0.79,4,3,2,57.94,,53.58,0.0,enroll,behind
S0042,S0042-ML201-2,ML201,2,13,41.05,100.0,,,0.0,0,0,0,57.94,61.54,52.3,60.89,56.71,0.73,4,3,2,57.94,,53.58,0.0,enroll,behind
S0042,S0042-ML201-2,ML201,2,14,44.45,0.0,,,0.0,0,0,0,57.94,57.14,51.74,60.89,56.71,0.68,4,3,2,57.94,45.9,53.58,0.0,enroll,behind
S0042,S0042-ST203-2,ST203,2,1,70.8,100.0,,,0.0,0,0,0,,100.0,70.8,,,0.0,0,0,0,,,58.3,0.0,enroll,behind
S0042,S0042-ST203-2,ST203,2,2,41.56,0.0,,42.48,3.39,0,0,1,,50.0,56.18,,42.48,1.7,0,0,1,,,58.3,0.0,enroll,behind
S0042,S0042-ST203-2,ST203,2,3,52.5,0.0,64.36,,1.1,0,1,0,,33.33,54.96,64.36,42.48,1.5,0,1,1,,,58.3,0.0,enroll,behind
S0042,S0042-ST203-2,ST203,2,4,63.38,100.0,,,0.0,0,0,0,,50.0,57.06,64.36,42.48,1.12,0,1,1,,,58.3,0.0,enroll,behind
S0042,S0042-ST203-2,ST203,2,5,55.69,100.0,,54.43,1.21,0,0,1,,60.0,56.79,64.36,48.45,1.14,0,1,2,,,58.3,0.0,enroll,behind
S0042,S0042-ST203-2,ST203,2,6,44.65,0.0,49.47,,0.28,0,1,0,,50.0,54.77,56.91,48.45,1.0,0,2,2,,,58.3,0.0,enroll,behind
